symbol,error,name,sector,market_cap_cr,current_price,high_52w,low_52w,pe_ratio,book_value,dividend_yield,roce,roe,face_value,price_to_book,promoter_holding,fii_holding,dii_holding,government_holding,public_holding,sales_growth_5y,sales_growth_3y,sales_growth_ttm,profit_growth_5y,profit_growth_3y,profit_growth_ttm,price_cagr_5y,price_cagr_3y,operating_margin,roce_latest,price_cagr_10y,roe_latest,sales_growth_10y,profit_growth_10y,passed_filters,quality_score,growth_score,health_score,promoter_score,valuation_score,composite_score,multibagger_score,rationale,technical_error,current_price_yf,rsi_14,ma_50,ma_200,pct_from_200ma,pct_from_52w_high,technical_score,supertrend_daily_signal,supertrend_daily_days,supertrend_weekly_signal,supertrend_weekly_weeks
TARIL,,Transformers & Rectifiers India Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,8724.0,291.0,552.0,224.0,33.7,50.5,0.09,23.3,19.1,1.0,5.76,64.36,7.8,1.54,0.0,26.32,28.0,22.0,15.0,106.0,87.0,0.0,84.0,56.0,15.0,23.0,34.0,,14.0,44.0,True,-0.22590087341200246,1.07935185405607,0.0,0.19607289519668464,0.23933117401279203,0.2014441604683952,8.4,"Solid growth (5y sales 28%, 5y profit 106%); reasonable valuation (P/E 34, P/B 5.8). Profitability is the softer spot.",,289.95,38.7,307.82,297.37,-2.5,45.9,5.5,SELL,1,BUY,13
CAPLIPOINT,,Caplin Point Laboratories Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,21057.0,2774.0,2877.0,1500.0,31.6,443.0,0.29,24.2,20.9,2.0,6.26,70.57,5.76,2.49,,21.19,16.0,14.0,15.0,21.0,19.0,18.0,24.0,38.0,35.0,24.0,27.0,,25.0,30.0,True,0.4662551202413605,-0.29241879930455644,0.0,0.4033261171833077,0.23679461252873812,0.16557115504186684,8.3,"Strong profitability (ROE 21%, ROCE 24%); strong promoter alignment (promoter 71%). Growth is modest — more of a compounder.",,2795.4,62.9,2589.42,2058.74,35.8,1.7,4.5,BUY,109,BUY,19
HEXT,,Hexaware Technologies Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,30619.0,502.0,808.0,400.0,21.6,110.0,2.29,30.1,24.9,1.0,4.56,74.3,3.19,16.06,,6.23,16.0,13.0,13.0,18.0,18.0,7.0,,,15.0,30.0,10.0,,16.0,14.0,True,0.33938662024457233,-0.45279397530212867,0.0,0.5278115468145645,0.7153689873236615,0.1619658217674968,8.2,"Reasonable valuation (P/E 22, P/B 4.6); strong promoter alignment (promoter 74%). Growth is modest — more of a compounder.",,502.95,30.1,553.43,567.14,-11.3,36.5,5.5,SELL,15,SELL,73
CHOICEIN,,Choice International Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,17172.0,770.0,860.0,569.0,75.3,75.0,0.0,18.0,16.1,10.0,10.27,53.66,10.1,0.28,0.0,35.97,45.0,42.0,26.0,67.0,54.0,32.0,91.0,54.0,35.0,18.0,53.0,,20.0,48.0,True,-0.023018335442455056,1.6489199563508607,0.0,-0.16103007988493684,-1.4435087552982542,0.15437310312486965,8.1,"Solid growth (5y sales 45%, 5y profit 67%); healthy balance sheet. Valuation looks stretched.",,770.4,44.2,800.29,744.94,3.4,9.4,8.5,SELL,20,BUY,11
CRISIL,,CRISIL Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,34565.0,4719.0,5115.0,3686.0,39.1,447.0,0.53,32.6,24.5,1.0,10.56,66.64,6.38,12.95,,14.02,13.0,10.0,22.0,14.0,7.0,22.0,11.0,6.0,30.0,33.0,8.0,,10.0,10.0,True,0.8332102120042225,-0.4177009943905938,0.0,0.2721658655879087,-0.48583216632444215,0.15866452792889008,8.1,"Strong profitability (ROE 24%, ROCE 33%); strong promoter alignment (promoter 67%). Valuation looks stretched.",,4721.7,58.3,4438.04,4319.59,9.3,7.2,9.0,BUY,42,BUY,6
GESHIP,,Great Eastern Shipping Company Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,19982.0,1400.0,1798.0,971.0,5.33,1188.0,2.51,15.8,15.9,10.0,1.18,30.08,31.03,12.81,0.0,26.08,10.0,-2.0,24.0,24.0,0.0,126.0,32.0,19.0,62.0,16.0,15.0,,4.0,10.0,True,0.4903847595065726,-0.16394833189653105,0.0,-0.9479915894573323,1.5678427884117183,0.12891130189523758,8.0,"Reasonable valuation (P/E 5, P/B 1.2); strong profitability (ROE 16%, ROCE 16%). Promoter signal is average (moderate holding or some pledge).",,1400.2,59.9,1363.21,1342.8,4.3,18.6,9.5,BUY,1,SELL,5
ACE,,Action Construction Equipment Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,13289.0,1116.0,1196.0,745.0,30.4,169.0,0.18,31.6,22.8,2.0,6.6,65.42,7.82,2.59,,24.12,22.0,15.0,5.0,40.0,38.0,3.0,37.0,17.0,16.0,32.0,39.0,,18.0,48.0,True,0.3112828385997144,-0.1643802305001629,0.0,0.2314494516066397,0.22881837294882285,0.11810806051575998,7.9,"Strong profitability (ROE 23%, ROCE 32%); strong promoter alignment (promoter 65%). Growth is modest — more of a compounder.",,1121.2,51.7,1075.57,943.92,18.8,5.4,9.0,BUY,110,BUY,19
DOMS,,DOMS Industries Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,13169.0,2170.0,2755.0,2007.0,60.6,201.0,0.17,24.3,20.7,10.0,10.8,63.38,7.5,25.91,,3.2,42.0,24.0,20.0,91.0,34.0,5.0,,,16.0,24.0,,,,,True,-0.07467576265633738,0.9587549424659906,0.0,0.1633662675723867,-1.104181342434317,0.0834350655887232,7.8,"Solid growth (5y sales 42%, 5y profit 91%); strong promoter alignment (promoter 63%). Valuation looks stretched.",,2165.6,34.8,2246.89,2332.89,-7.2,19.0,7.5,SELL,1,SELL,28
OLECTRA,,Olectra Greentech Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,9936.0,1210.0,1714.0,867.0,56.0,150.0,0.05,21.0,15.6,4.0,8.07,50.02,7.95,0.58,,41.47,52.0,28.0,38.0,85.0,39.0,26.0,27.0,-1.0,14.0,21.0,50.0,,38.0,40.0,True,-0.5275481297334798,1.67829647514581,0.0,-0.2825118396323293,-0.6498289304813423,0.07003518711613449,7.7,"Solid growth (5y sales 52%, 5y profit 85%); healthy balance sheet. Valuation looks stretched.",,1206.7,29.6,1341.26,1211.78,-0.4,27.8,5.5,SELL,42,BUY,23
NH,,Narayana Hrudayalaya Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,39064.0,1910.0,2094.0,1564.0,45.3,222.0,0.24,15.5,20.5,10.0,8.6,63.27,9.4,9.05,0.0,17.65,25.0,20.0,60.0,155.0,12.0,9.0,29.0,23.0,19.0,16.0,20.0,,17.0,42.0,True,-0.3308216582194729,0.9460417962096254,0.0,0.15969511549210838,-0.4201748118412414,0.07189864791577533,7.7,"Solid growth (5y sales 25%, 5y profit 155%); strong promoter alignment (promoter 63%). Valuation looks stretched.",,1909.7,52.4,1935.55,1859.17,2.7,8.2,8.5,BUY,10,BUY,16
TRITURBINE,,Triveni Turbine Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,17904.0,563.0,788.0,428.0,51.6,45.5,0.76,34.1,25.2,1.0,12.37,55.84,20.58,15.99,,7.6,25.0,20.0,18.0,25.0,25.0,2.0,32.0,11.0,19.0,34.0,17.0,,12.0,12.0,True,0.6177478860603102,0.005142395845135909,0.0,-0.08827452047578384,-1.0461776590186085,0.06849390101389181,7.6,"Strong profitability (ROE 25%, ROCE 34%); solid growth (5y sales 25%, 5y profit 25%). Valuation looks stretched.",,560.85,37.2,603.68,562.51,-0.3,24.4,7.5,SELL,46,SELL,4
INDIAMART,,Indiamart Intermesh Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,9857.0,1639.0,2631.0,1625.0,20.0,399.0,1.82,28.0,20.7,10.0,4.11,49.07,19.92,12.11,,18.88,19.0,17.0,13.0,11.0,19.0,-16.0,-18.0,-19.0,30.0,28.0,,,20.0,20.0,True,0.45742250315297656,-0.5154849622735928,0.0,-0.31421724396200607,0.8133418418696077,0.06833135608383425,7.5,"Reasonable valuation (P/E 20, P/B 4.1); strong profitability (ROE 21%, ROCE 28%). Growth is modest — more of a compounder.",,1637.7,21.6,1801.32,2046.61,-20.0,37.3,4.5,SELL,57,SELL,42
EMCURE,,Emcure Pharmaceuticals Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,37321.0,1967.0,2048.0,1260.0,36.3,261.0,0.19,24.0,20.1,10.0,7.54,77.83,4.87,8.46,,8.84,13.0,15.0,18.0,18.0,21.0,37.0,,,20.0,24.0,,,,,True,-0.005620756328971572,-0.1420927992689842,0.0,0.645622154481679,-0.04596601302028444,0.0621419351177351,7.4,Strong promoter alignment (promoter 78%); healthy balance sheet. Growth is modest — more of a compounder.,,1962.8,62.6,1889.62,1649.76,19.0,2.3,6.0,SELL,15,BUY,69
NEULANDLAB,,Neuland Laboratories Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,30472.0,23807.0,24235.0,11500.0,61.2,1461.0,0.14,26.5,21.2,10.0,16.3,32.62,21.08,16.52,0.0,29.79,17.0,19.0,78.0,39.0,30.0,278.0,67.0,86.0,32.0,26.0,37.0,,15.0,29.0,True,0.4841880094814129,1.0738742012517812,0.0,-0.8632213505127231,-1.7818977870351425,0.052358261814357404,7.3,"Solid growth (5y sales 17%, 5y profit 39%); strong profitability (ROE 21%, ROCE 26%). Valuation looks stretched.",,23800.0,61.9,21069.4,16540.19,43.9,0.8,3.0,BUY,112,BUY,23
SARDAEN,,Sarda Energy & Minerals Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,18893.0,537.0,640.0,453.0,16.8,209.0,0.37,16.9,15.1,1.0,2.57,73.16,3.51,3.47,,19.84,21.0,11.0,6.0,22.0,20.0,20.0,51.0,33.0,32.0,17.0,41.0,,14.0,58.0,True,-0.20207957277969416,-0.41316374010924917,0.0,0.4897650616189526,1.0862348033795068,0.0388316197250355,7.3,"Reasonable valuation (P/E 17, P/B 2.6); strong promoter alignment (promoter 73%). Growth is modest — more of a compounder.",,537.25,62.1,507.08,520.36,3.2,14.2,8.0,BUY,19,SELL,6
NEWGEN,,Newgen Software Technologies Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,7243.0,508.0,1042.0,401.0,21.1,125.0,1.18,25.0,19.6,10.0,4.06,53.45,13.78,8.15,,23.88,19.0,17.0,8.0,21.0,22.0,8.0,11.0,6.0,26.0,25.0,,,16.0,28.0,True,0.17370813607155178,-0.3542591199112732,0.0,-0.1680386429472862,0.7891931900532094,0.03497413940243892,7.2,"Reasonable valuation (P/E 21, P/B 4.1); strong profitability (ROE 20%, ROCE 25%). Growth is modest — more of a compounder.",,507.9,42.6,529.79,567.0,-10.4,49.0,5.0,BUY,44,SELL,60
JYOTICNC,,Jyoti CNC Automation Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,22854.0,1005.0,1059.0,580.0,71.0,88.0,0.0,21.3,18.2,2.0,11.42,62.55,6.29,12.59,,18.58,32.0,31.0,17.0,45.0,157.0,-4.0,,,24.0,21.0,,,,,True,-0.09608816771908639,0.9158475849205967,0.0,0.13566575642119533,-1.4638745581962365,0.028305474311949075,7.1,"Solid growth (5y sales 32%, 5y profit 45%); strong promoter alignment (promoter 63%). Valuation looks stretched.",,1003.9,59.3,873.95,822.52,22.1,3.6,6.0,BUY,18,BUY,10
LTTS,,L&T Technology Services Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,35869.0,3378.0,4747.0,3010.0,26.7,611.0,1.72,26.7,21.5,2.0,5.53,73.52,4.13,14.05,,8.29,15.0,11.0,10.0,16.0,6.0,10.0,-5.0,-10.0,18.0,27.0,,,14.0,12.0,True,0.11428871202242301,-0.6639208066946302,0.0,0.501779741154409,0.45891235774222755,0.022660649215184972,7.0,"Strong promoter alignment (promoter 74%); reasonable valuation (P/E 27, P/B 5.5). Growth is modest — more of a compounder.",,3377.9,37.8,3461.04,3656.02,-7.6,28.1,6.5,SELL,2,SELL,35
TBOTEK,,TBO Tek Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,18224.0,1678.0,1765.0,1004.0,67.7,143.0,0.0,18.3,17.4,1.0,11.73,44.4,28.93,21.09,,4.02,80.0,36.0,69.0,90.0,19.0,25.0,,,14.0,18.0,,,,,True,-0.5323659208725985,1.7686170409049928,0.0,-0.4700743368247325,-1.4106654158515437,-0.017564060189645236,6.9,"Solid growth (5y sales 80%, 5y profit 90%); healthy balance sheet. Valuation looks stretched.",,1671.6,50.9,1594.68,1429.3,17.0,4.2,7.5,BUY,65,BUY,13
PARADEEP,,Paradeep Phosphates Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,16320.0,157.0,202.0,99.7,15.0,65.3,0.96,15.4,16.2,10.0,2.4,57.86,5.1,18.07,0.1,18.85,33.0,18.0,28.0,35.0,48.0,14.0,,29.0,10.0,15.0,,,,,True,-0.8176862183337296,0.6285967517131371,0.0,-0.020858818637945174,1.1560268997037666,-0.00711264798280653,6.9,"Reasonable valuation (P/E 15, P/B 2.4); solid growth (5y sales 33%, 5y profit 35%). Profitability is the softer spot.",,157.11,55.2,148.04,136.21,15.3,19.9,10.0,BUY,62,BUY,11
KPITTECH,,KPIT Technologies Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,15126.0,551.0,1329.0,543.0,24.2,129.0,1.36,26.3,20.9,10.0,4.27,38.59,13.22,23.6,,23.95,26.0,24.0,10.0,37.0,21.0,-23.0,11.0,-22.0,18.0,26.0,,,,,True,0.06718142088437506,-0.16252296750189957,0.0,-0.6639779148830707,0.6789480698300774,-0.044052047484520254,6.8,"Reasonable valuation (P/E 24, P/B 4.3); strong profitability (ROE 21%, ROCE 26%). Promoter signal is average (moderate holding or some pledge).",,550.95,33.1,585.36,810.41,-32.0,57.7,4.5,SELL,5,SELL,99
HSCL,,Himadri Speciality Chemical Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,33572.0,664.0,820.0,418.0,42.0,93.3,0.12,22.1,17.8,1.0,7.12,52.49,6.8,3.33,,37.38,23.0,4.0,10.0,74.0,47.0,30.0,70.0,37.0,20.0,22.0,35.0,,15.0,44.0,True,-0.19993833227341917,0.2157777647576967,0.0,-0.20007778837517,-0.15175382288993444,-0.06201299727575535,6.7,"Solid growth (5y sales 23%, 5y profit 74%); healthy balance sheet. Promoter signal is average (moderate holding or some pledge).",,663.75,39.7,715.98,569.37,16.6,17.1,9.5,SELL,16,BUY,21
CCL,,CCL Products (India) Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,14612.0,1093.0,1242.0,816.0,33.8,176.0,0.52,15.8,18.0,2.0,6.21,46.14,12.07,21.1,,20.54,29.0,29.0,36.0,16.0,11.0,39.0,22.0,17.0,17.0,16.0,16.0,,17.0,12.0,True,-0.5096152404934274,0.6509492800468114,0.0,-0.41200338573669304,0.18248580480078486,-0.0662466435190914,6.6,"Solid growth (5y sales 29%, 5y profit 16%); reasonable valuation (P/E 34, P/B 6.2). Profitability is the softer spot.",,1096.8,44.3,1150.62,1071.27,2.4,10.8,9.5,SELL,27,BUY,71
LALPATHLAB,,Dr Lal Pathlabs Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,32176.0,1917.0,1989.0,1272.0,57.2,150.0,0.73,28.0,22.3,10.0,12.78,53.19,17.35,21.59,0.01,7.48,12.0,11.0,14.0,12.0,30.0,10.0,-1.0,20.0,29.0,28.0,13.0,,13.0,15.0,True,0.5149683417591148,-0.45772346371056116,0.0,-0.17671591150067156,-1.2490146045122656,-0.08846303739070514,6.5,"Strong profitability (ROE 22%, ROCE 28%); healthy balance sheet. Valuation looks stretched.",,1916.7,55.2,1835.63,1562.76,22.6,2.6,6.0,BUY,108,BUY,19
GALLANTT,,Gallantt Ispat Ltd.,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,13368.0,555.0,948.0,471.0,30.7,137.0,0.36,18.2,15.7,10.0,4.05,70.03,0.02,0.08,,29.85,34.0,3.0,4.0,43.0,51.0,-4.0,51.0,77.0,15.0,18.0,28.0,,21.0,27.0,True,-0.5990120316304047,-0.14846942516735648,0.0,0.3853040978801233,0.5271795847350328,-0.09888392136707094,6.5,"Reasonable valuation (P/E 31, P/B 4.0); strong promoter alignment (promoter 70%). Profitability is the softer spot.",,553.25,37.2,603.65,625.76,-11.6,40.3,4.5,BUY,29,SELL,15
CEATLTD,,CEAT Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,13353.0,3302.0,4438.0,3061.0,21.0,1247.0,1.06,19.2,16.1,10.0,2.65,47.29,13.82,22.19,0.0,16.42,16.0,11.0,21.0,10.0,54.0,39.0,20.0,14.0,12.0,19.0,13.0,,11.0,5.0,True,-0.6244392626424192,0.1229154406005883,0.0,-0.37362315944287394,0.9614594378922275,-0.12264622079981641,6.4,"Reasonable valuation (P/E 21, P/B 2.6); solid growth (5y sales 16%, 5y profit 10%). Profitability is the softer spot.",,3295.7,32.0,3569.77,3586.35,-8.1,23.4,7.5,SELL,9,BUY,10
VIJAYA,,Vijaya Diagnostic Centre Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,15458.0,1499.0,1578.0,848.0,82.4,93.0,0.13,20.5,18.3,1.0,16.12,52.51,11.65,31.61,,4.22,17.0,21.0,20.0,14.0,24.0,24.0,,46.0,42.0,21.0,,,,,True,0.3851556360661987,-0.005875529597766366,0.0,-0.1994103061787559,-2.341524831678912,-0.14969244419439828,6.3,"Strong profitability (ROE 18%, ROCE 20%); healthy balance sheet. Valuation looks stretched.",,1498.8,57.6,1419.1,1165.0,28.7,1.3,6.0,BUY,111,BUY,21
FSL,,Firstsource Solutions Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,17807.0,252.0,380.0,201.0,22.3,62.0,2.19,16.8,17.6,10.0,4.06,53.66,8.38,25.41,,11.71,13.0,17.0,20.0,10.0,14.0,28.0,6.0,14.0,16.0,17.0,20.0,,12.0,11.0,True,-0.5216597183412237,-0.23999553839818558,0.0,-0.16103007988493684,0.7562912017860584,-0.1530224149861389,6.2,"Reasonable valuation (P/E 22, P/B 4.1); healthy balance sheet. Profitability is the softer spot.",,251.35,35.6,270.55,269.76,-6.8,33.1,6.5,SELL,26,BUY,19
NATCOPHARM,,Natco Pharma Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,14670.0,819.0,1227.0,789.0,12.8,515.0,0.61,17.4,17.1,2.0,1.59,49.41,16.99,5.63,,27.97,15.0,15.0,-21.0,28.0,27.0,-33.0,-3.0,0.0,30.0,17.0,3.0,,15.0,25.0,True,-0.1324892563257597,-1.006924211604384,0.0,-0.302870046622964,1.3137335778684172,-0.15518876842520757,6.1,"Reasonable valuation (P/E 13, P/B 1.6); healthy balance sheet. Growth is modest — more of a compounder.",,818.65,26.9,909.22,948.94,-13.7,32.1,4.5,SELL,19,SELL,15
ELECON,,Elecon Engineering Company Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,9399.0,420.0,635.0,352.0,31.1,103.0,0.48,20.9,16.4,1.0,4.08,59.28,6.99,7.18,0.04,26.52,18.0,16.0,3.0,44.0,14.0,-33.0,36.0,1.0,21.0,21.0,31.0,,6.0,29.0,True,-0.291744018979956,-0.6631374394485304,0.0,0.02653241730746632,0.512605352855555,-0.16491029570201743,6.0,"Reasonable valuation (P/E 31, P/B 4.1); strong promoter alignment (promoter 59%). Growth is modest — more of a compounder.",,420.5,42.7,445.77,459.41,-8.5,33.1,7.0,SELL,47,SELL,7
HONASA,,Honasa Consumer Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,15486.0,475.0,510.0,248.0,61.3,43.4,0.65,19.2,15.7,10.0,10.94,35.47,13.64,21.58,,29.3,39.0,17.0,21.0,17.0,118.0,242.0,,,12.0,19.0,,,,,True,-0.6458516677051683,1.2922610798976644,0.0,-0.7681051375236931,-1.1402063803899272,-0.1645396929995643,6.0,"Solid growth (5y sales 39%, 5y profit 17%); healthy balance sheet. Valuation looks stretched.",,475.65,51.8,469.1,360.13,32.1,5.4,7.5,BUY,118,BUY,69
BIKAJI,,Bikaji Foods International Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,14222.0,567.0,801.0,566.0,54.4,64.1,0.22,19.8,17.5,1.0,8.85,73.88,4.61,17.51,,4.01,18.0,15.0,14.0,24.0,24.0,29.0,,3.0,13.0,20.0,,,,,True,-0.4989090379620529,-0.12154330928582842,0.0,0.5137944206898654,-0.6997390766762539,-0.16688611780992713,5.9,Strong promoter alignment (promoter 74%); healthy balance sheet. Valuation looks stretched.,,566.15,25.3,624.01,657.64,-13.9,29.0,4.5,SELL,78,SELL,34
