symbol,error,name,sector,market_cap_cr,current_price,high_52w,low_52w,pe_ratio,book_value,dividend_yield,roce,roe,face_value,price_to_book,promoter_holding,fii_holding,dii_holding,government_holding,public_holding,sales_growth_5y,sales_growth_3y,sales_growth_ttm,profit_growth_5y,profit_growth_3y,profit_growth_ttm,price_cagr_5y,price_cagr_3y,operating_margin,roce_latest,price_cagr_10y,roe_latest,sales_growth_10y,profit_growth_10y,passed_filters,quality_score,growth_score,health_score,promoter_score,valuation_score,composite_score,multibagger_score,rationale
FORCEMOT,,Force Motors Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,24548.0,18525.0,26486.0,14911.0,22.3,3183.0,0.22,36.1,29.2,10.0,5.82,61.63,9.51,1.46,,27.39,35.0,22.0,8.0,66.0,221.0,82.0,68.0,77.0,16.0,36.0,19.0,,12.0,19.0,True,0.830533661371379,1.3069642713868677,0.0,0.1515068529275436,0.5785183356389259,0.5911308141918113,9.2,"Solid growth (5y sales 35%, 5y profit 66%); strong profitability (ROE 29%, ROCE 36%). Balance sheet worth monitoring."
NUVAMA,,Nuvama Wealth Management Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,31303.0,1705.0,2067.0,1097.0,28.9,226.0,1.63,17.5,27.4,2.0,7.54,53.98,19.0,8.49,,18.51,27.0,28.0,13.0,59.0,51.0,5.0,,,52.0,17.0,,,,,True,1.1886561360458567,0.5151257859139879,0.0,-0.0909675037451989,0.1708072970560578,0.46305760214038055,9.1,"Strong profitability (ROE 27%, ROCE 18%); solid growth (5y sales 27%, 5y profit 59%). Promoter signal is average (moderate holding or some pledge)."
ABSLAMC,,Aditya Birla Sun Life AMC Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,29687.0,1026.0,1225.0,708.0,29.4,140.0,2.48,32.2,25.2,5.0,7.33,74.72,4.41,14.26,0.03,6.58,11.0,15.0,7.0,13.0,18.0,4.0,,37.0,59.0,32.0,,,,,True,1.6201567816298692,-0.6793400394466884,0.0,0.5664074187897914,0.18448927179667407,0.45358906659775916,9.0,"Strong profitability (ROE 25%, ROCE 32%); strong promoter alignment (promoter 75%). Growth is modest — more of a compounder."
TENNIND,,Tenneco Clean Air India Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,21524.0,533.0,657.0,438.0,34.7,29.7,0.0,60.8,44.4,10.0,17.95,74.79,9.69,11.45,,4.09,,4.0,15.0,,18.0,9.0,,,17.0,61.0,,,,,True,1.8715255696235058,-0.40645783022053644,0.0,0.5686261383933331,-1.352910591338491,0.4301689664680952,8.9,"Strong profitability (ROE 44%, ROCE 61%); strong promoter alignment (promoter 75%). Valuation looks stretched."
ACUTAAS,,Acutaas Chemicals Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,25485.0,3111.0,3740.0,1287.0,66.0,202.0,0.05,31.6,24.0,5.0,15.4,32.66,21.61,19.55,0.01,26.16,32.0,30.0,41.0,46.0,62.0,104.0,,68.0,37.0,32.0,,,,,True,1.0441224018723008,1.7627965885756254,0.0,-0.7667261029952467,-1.8841673390640679,0.3623703889211215,8.8,"Solid growth (5y sales 32%, 5y profit 46%); strong profitability (ROE 24%, ROCE 32%). Valuation looks stretched."
CEMPRO,,Cemindia Projects Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,21255.0,1237.0,1650.0,481.0,35.3,140.0,0.24,32.8,27.8,1.0,8.84,67.46,7.26,2.86,,22.4,30.0,25.0,9.0,112.0,68.0,47.0,71.0,82.0,10.0,33.0,24.0,,13.0,27.0,True,0.4354747879636587,1.1354760978990275,0.0,0.33629449990820837,-0.17636811535000751,0.3905450194201336,8.8,"Solid growth (5y sales 30%, 5y profit 112%); strong profitability (ROE 28%, ROCE 33%). Valuation looks stretched."
ECLERX,,eClerx Services Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,17601.0,1869.0,2498.0,1319.0,24.2,272.0,0.05,34.8,29.0,10.0,6.87,54.53,11.01,23.84,0.02,8.43,21.0,16.0,23.0,22.0,14.0,28.0,21.0,30.0,25.0,35.0,14.0,,12.0,8.0,True,1.0596463955427935,-0.014768261727101925,0.0,-0.07353470686023035,0.38847898071875364,0.3427579583602585,8.7,"Strong profitability (ROE 29%, ROCE 35%); reasonable valuation (P/E 24, P/B 6.9). Promoter signal is average (moderate holding or some pledge)."
GODFRYPHLP,,Godfrey Phillips India Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,33757.0,2160.0,3947.0,1832.0,24.7,398.0,2.31,30.2,23.4,2.0,5.43,72.58,7.8,3.66,0.02,15.93,20.0,22.0,2.0,34.0,32.0,12.0,44.0,47.0,23.0,30.0,18.0,,11.0,24.0,True,0.5082769651770055,-0.19176698063550254,0.0,0.4985779909100962,0.5632529232566927,0.2452416843881848,8.6,"Reasonable valuation (P/E 25, P/B 5.4); strong profitability (ROE 23%, ROCE 30%). Growth is modest — more of a compounder."
TATAELXSI,,Tata Elxsi Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,23454.0,3778.0,5950.0,3354.0,230.0,45.5,1.99,60.0,39.3,10.0,83.03,43.9,9.85,11.03,,35.2,17.0,16.0,10.0,16.0,43.0,41.0,-3.0,-19.0,21.0,60.0,16.0,,,,True,2.0,-0.059954734175697376,0.0,-0.41046312665516516,-3.0,0.22643958416658572,8.5,"Strong profitability (ROE 39%, ROCE 60%); healthy balance sheet. Valuation looks stretched."
CAPLIPOINT,,Caplin Point Laboratories Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,18979.0,2500.0,2700.0,1500.0,28.5,472.0,0.16,24.6,20.6,2.0,5.3,70.57,5.76,2.49,,21.19,16.0,14.0,15.0,22.0,20.0,18.0,24.0,35.0,35.0,25.0,27.0,,25.0,30.0,True,0.5264775094803423,-0.2982307181607299,0.0,0.4348690422941206,0.4752352607236893,0.2110509916284437,8.4,"Strong profitability (ROE 21%, ROCE 25%); reasonable valuation (P/E 28, P/B 5.3). Growth is modest — more of a compounder."
CRISIL,,CRISIL Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,32768.0,4466.0,5451.0,3686.0,37.0,447.0,0.56,32.6,24.5,1.0,9.99,66.64,6.38,12.95,,14.02,13.0,10.0,22.0,14.0,7.0,22.0,12.0,5.0,30.0,33.0,8.0,,10.0,10.0,True,0.8848676392181046,-0.4179197646953021,0.0,0.3103037845524375,-0.3739757654385868,0.19102432996537794,8.3,"Strong profitability (ROE 24%, ROCE 33%); strong promoter alignment (promoter 67%). Growth is modest — more of a compounder."
TARIL,,Transformers & Rectifiers India Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,8769.0,292.0,552.0,224.0,33.9,50.5,0.07,23.3,19.1,1.0,5.78,64.36,7.8,1.54,0.0,26.32,28.0,22.0,15.0,106.0,87.0,0.0,82.0,77.0,15.0,23.0,35.0,,14.0,44.0,True,-0.24891920885445776,0.9933040260485687,0.0,0.2380369174656594,0.2630975574288143,0.18600033591610676,8.2,"Solid growth (5y sales 28%, 5y profit 106%); reasonable valuation (P/E 34, P/B 5.8). Profitability is the softer spot."
GESHIP,,Great Eastern Shipping Company Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,18552.0,1299.0,1798.0,922.0,4.95,1188.0,2.7,15.8,15.9,10.0,1.09,30.08,31.03,12.81,0.0,26.08,10.0,-2.0,24.0,24.0,0.0,126.0,33.0,21.0,62.0,16.0,14.0,,4.0,10.0,True,0.4828904177346103,-0.11453602530089786,0.0,-0.8485017683829167,1.6776092406114333,0.16244557906390936,8.2,"Reasonable valuation (P/E 5, P/B 1.1); strong profitability (ROE 16%, ROCE 16%). Promoter signal is average (moderate holding or some pledge)."
HEXT,,Hexaware Technologies Ltd,*The pros and cons are machine generated.Pros / cons are based on a checklist to highlight important points. Please exercise caution and do your own analysis.,34866.0,575.0,830.0,400.0,24.6,110.0,2.0,30.1,24.9,1.0,5.23,74.3,3.19,16.06,,6.23,16.0,13.0,13.0,18.0,18.0,7.0,,,15.0,30.0,10.0,,16.0,14.0,True,0.33189227847261027,-0.47214353163361666,0.0,0.5530951011685428,0.5922110455499938,0.14732434694534052,8.1,"Reasonable valuation (P/E 25, P/B 5.2); strong promoter alignment (promoter 74%). Growth is modest — more of a compounder."
